Alloc. source dept. CD,Alloc. source dept. name,Alloc. A/C CD,Alloc. A/C name,Alloc. rate CD,Alloc. rate name,Transfer alloc. A/C CD,Transfer alloc. A/C name
CPPEPE,PE,8780001,[M]Vehicles maintenance expense,FC002,Production ratio,8780001TE,[M]Vehicles maintenance expense
CPPM00,Pro. Management,8780001,[M]Vehicles maintenance expense,FC002,Production ratio,8780001OT,[M]Vehicles maintenance expense
CPPMAB,Auto Belt Common,8780001,[M]Vehicles maintenance expense,FC009,"Prodution r(RA,RE)",8780001WS,[M]Vehicles maintenance expense
CPPMLG,Logistics,8780001,[M]Vehicles maintenance expense,FC017,Prodution r(RAREWP),8780001OT,[M]Vehicles maintenance expense
CPPMMT,Material Common,8780001,[M]Vehicles maintenance expense,FC004,Personnel ratio(MAT),8780001WS,[M]Vehicles maintenance expense
CPPMPE,PE Common,8780001,[M]Vehicles maintenance expense,FC002,Production ratio,8780001TE,[M]Vehicles maintenance expense
CPPMPL,Planning,8780001,[M]Vehicles maintenance expense,FC002,Production ratio,8780001PL,[M]Vehicles maintenance expense
CPQA00,Quality assurance,8780001,[M]Vehicles maintenance expense,FC002,Production ratio,8780001OT,[M]Vehicles maintenance expense
CPSE00,Safety & Environment,8780001,[M]Vehicles maintenance expense,FC001,Personnel ratio,8780001OT,[M]Vehicles maintenance expense
CPSLWS,Sunline WS,8780001,[M]Vehicles maintenance expense,FC011,Prodution r(SL),8780001WS,[M]Vehicles maintenance expense
CPSYWS,Synchro WS,8780001,[M]Vehicles maintenance expense,FC012,Prodution r(SYN),8780001WS,[M]Vehicles maintenance expense
CPTOLB,Tooling label,8780001,[M]Vehicles maintenance expense,FC003,Production ratio(PR),8780001TE,[M]Vehicles maintenance expense
CPTOMD,Tooling mold,8780001,[M]Vehicles maintenance expense,FC003,Production ratio(PR),8780001TE,[M]Vehicles maintenance expense
CPTOWS,Tooling WS,8780001,[M]Vehicles maintenance expense,FC003,Production ratio(PR),8780001TE,[M]Vehicles maintenance expense
CPWPWS,WP WS,8780001,[M]Vehicles maintenance expense,FC010,Prodution r(WP),8780001WS,[M]Vehicles maintenance expense
CPABWS,Auto WS,8800001,[M]Environmental conservation cost,FC009,"Prodution r(RA,RE)",8800001WS,[M]Environmental conservation cost
CPATWS,AT WS,8800001,[M]Environmental conservation cost,FC007,Prodution ratio(AT),8800001WS,[M]Environmental conservation cost
CPBMGA,General affair,8800001,[M]Environmental conservation cost,FC001,Personnel ratio,8800001OT,[M]Environmental conservation cost
CPBR07,Wiper laboratory,8800001,[M]Environmental conservation cost,FC008,Prodution r(WIPER),8800001WS,[M]Environmental conservation cost
CPBRPK,Wiper Packing,8800001,[M]Environmental conservation cost,FC008,Prodution r(WIPER),8800001WS,[M]Environmental conservation cost
CPBRWS,Wiper WS,8800001,[M]Environmental conservation cost,FC008,Prodution r(WIPER),8800001WS,[M]Environmental conservation cost
CPFC00,Factory Common,8800001,[M]Environmental conservation cost,FC001,Personnel ratio,8800001OT,[M]Environmental conservation cost
CPFC01,Factory1,8800001,[M]Environmental conservation cost,FC013,Personnel r(WP),8800001OT,[M]Environmental conservation cost
CPFC02,Factory2,8800001,[M]Environmental conservation cost,FC014,"Personnel r(RA,RE)",8800001OT,[M]Environmental conservation cost
CPFC03,Factory3,8800001,[M]Environmental conservation cost,FC015,Personnel r(MAT),8800001OT,[M]Environmental conservation cost
CPFC04,Factory4,8800001,[M]Environmental conservation cost,FC016,"Personnel r(SL,GD)",8800001OT,[M]Environmental conservation cost
CPFC05,Factory5,8800001,[M]Environmental conservation cost,FC008,Prodution r(WIPER),8800001OT,[M]Environmental conservation cost
CPFC06,Factory6,8800001,[M]Environmental conservation cost,FC017,Prodution r(RAREWP),8800001OT,[M]Environmental conservation cost
CPFC07,Factory7,8800001,[M]Environmental conservation cost,FC018,"Personnel r(AT,SYN)",8800001OT,[M]Environmental conservation cost
CPFCTH,Tent House,8800001,[M]Environmental conservation cost,FC015,Personnel r(MAT),8800001OT,[M]Environmental conservation cost
CPKZ00,KAIZEN,8800001,[M]Environmental conservation cost,FC002,Production ratio,8800001OT,[M]Environmental conservation cost
CPMG00,Management Cost,8800001,[M]Environmental conservation cost,FC001,Personnel ratio,8800001OT,[M]Environmental conservation cost
CPMTBB,BANBURY,8800001,[M]Environmental conservation cost,FC005,Personnel r(BANBURY),8800001WS,[M]Environmental conservation cost
CPMTGD,GD Common,8800001,[M]Environmental conservation cost,FC006,Personnel ratio(GD),8800001WS,[M]Environmental conservation cost
CPMTWS,Material WS,8800001,[M]Environmental conservation cost,FC004,Personnel ratio(MAT),8800001WS,[M]Environmental conservation cost
CPPEMN,Maintenance,8800001,[M]Environmental conservation cost,FC002,Production ratio,8800001TE,[M]Environmental conservation cost
CPPEPE,PE,8800001,[M]Environmental conservation cost,FC002,Production ratio,8800001TE,[M]Environmental conservation cost
CPPM00,Pro. Management,8800001,[M]Environmental conservation cost,FC002,Production ratio,8800001OT,[M]Environmental conservation cost
CPPMAB,Auto Belt Common,8800001,[M]Environmental conservation cost,FC009,"Prodution r(RA,RE)",8800001WS,[M]Environmental conservation cost
CPPMLG,Logistics,8800001,[M]Environmental conservation cost,FC017,Prodution r(RAREWP),8800001OT,[M]Environmental conservation cost
CPPMMT,Material Common,8800001,[M]Environmental conservation cost,FC004,Personnel ratio(MAT),8800001WS,[M]Environmental conservation cost
CPPMPE,PE Common,8800001,[M]Environmental conservation cost,FC002,Production ratio,8800001TE,[M]Environmental conservation cost
CPPMPL,Planning,8800001,[M]Environmental conservation cost,FC002,Production ratio,8800001PL,[M]Environmental conservation cost
CPQA00,Quality assurance,8800001,[M]Environmental conservation cost,FC002,Production ratio,8800001OT,[M]Environmental conservation cost
CPSE00,Safety & Environment,8800001,[M]Environmental conservation cost,FC001,Personnel ratio,8800001OT,[M]Environmental conservation cost
CPSLWS,Sunline WS,8800001,[M]Environmental conservation cost,FC011,Prodution r(SL),8800001WS,[M]Environmental conservation cost
CPSYWS,Synchro WS,8800001,[M]Environmental conservation cost,FC012,Prodution r(SYN),8800001WS,[M]Environmental conservation cost
CPTOLB,Tooling label,8800001,[M]Environmental conservation cost,FC003,Production ratio(PR),8800001TE,[M]Environmental conservation cost
CPTOMD,Tooling mold,8800001,[M]Environmental conservation cost,FC003,Production ratio(PR),8800001TE,[M]Environmental conservation cost
CPTOWS,Tooling WS,8800001,[M]Environmental conservation cost,FC003,Production ratio(PR),8800001TE,[M]Environmental conservation cost
CPWPWS,WP WS,8800001,[M]Environmental conservation cost,FC010,Prodution r(WP),8800001WS,[M]Environmental conservation cost
CPABWS,Auto WS,8880001,[M]Donation,FC009,"Prodution r(RA,RE)",8880001WS,[M]Donation
CPATWS,AT WS,8880001,[M]Donation,FC007,Prodution ratio(AT),8880001WS,[M]Donation
CPBMGA,General affair,8880001,[M]Donation,FC001,Personnel ratio,8880001OT,[M]Donation
CPBR07,Wiper laboratory,8880001,[M]Donation,FC008,Prodution r(WIPER),8880001WS,[M]Donation
CPBRPK,Wiper Packing,8880001,[M]Donation,FC008,Prodution r(WIPER),8880001WS,[M]Donation
CPBRWS,Wiper WS,8880001,[M]Donation,FC008,Prodution r(WIPER),8880001WS,[M]Donation
CPFC00,Factory Common,8880001,[M]Donation,FC001,Personnel ratio,8880001OT,[M]Donation
CPFC01,Factory1,8880001,[M]Donation,FC013,Personnel r(WP),8880001OT,[M]Donation
CPFC02,Factory2,8880001,[M]Donation,FC014,"Personnel r(RA,RE)",8880001OT,[M]Donation
CPFC03,Factory3,8880001,[M]Donation,FC015,Personnel r(MAT),8880001OT,[M]Donation
CPFC04,Factory4,8880001,[M]Donation,FC016,"Personnel r(SL,GD)",8880001OT,[M]Donation
CPFC05,Factory5,8880001,[M]Donation,FC008,Prodution r(WIPER),8880001OT,[M]Donation
CPFC06,Factory6,8880001,[M]Donation,FC017,Prodution r(RAREWP),8880001OT,[M]Donation
CPFC07,Factory7,8880001,[M]Donation,FC018,"Personnel r(AT,SYN)",8880001OT,[M]Donation
CPFCTH,Tent House,8880001,[M]Donation,FC015,Personnel r(MAT),8880001OT,[M]Donation
CPKZ00,KAIZEN,8880001,[M]Donation,FC002,Production ratio,8880001OT,[M]Donation
CPMG00,Management Cost,8880001,[M]Donation,FC001,Personnel ratio,8880001OT,[M]Donation
CPMTBB,BANBURY,8880001,[M]Donation,FC005,Personnel r(BANBURY),8880001WS,[M]Donation
CPMTGD,GD Common,8880001,[M]Donation,FC006,Personnel ratio(GD),8880001WS,[M]Donation
CPMTWS,Material WS,8880001,[M]Donation,FC004,Personnel ratio(MAT),8880001WS,[M]Donation
CPPEMN,Maintenance,8880001,[M]Donation,FC002,Production ratio,8880001TE,[M]Donation
CPPEPE,PE,8880001,[M]Donation,FC002,Production ratio,8880001TE,[M]Donation
CPPM00,Pro. Management,8880001,[M]Donation,FC002,Production ratio,8880001OT,[M]Donation
CPPMAB,Auto Belt Common,8880001,[M]Donation,FC009,"Prodution r(RA,RE)",8880001WS,[M]Donation
CPPMLG,Logistics,8880001,[M]Donation,FC017,Prodution r(RAREWP),8880001OT,[M]Donation
CPPMMT,Material Common,8880001,[M]Donation,FC004,Personnel ratio(MAT),8880001WS,[M]Donation
CPPMPE,PE Common,8880001,[M]Donation,FC002,Production ratio,8880001TE,[M]Donation
CPPMPL,Planning,8880001,[M]Donation,FC002,Production ratio,8880001PL,[M]Donation
CPQA00,Quality assurance,8880001,[M]Donation,FC002,Production ratio,8880001OT,[M]Donation
CPSE00,Safety & Environment,8880001,[M]Donation,FC001,Personnel ratio,8880001OT,[M]Donation
CPSLWS,Sunline WS,8880001,[M]Donation,FC011,Prodution r(SL),8880001WS,[M]Donation
CPSYWS,Synchro WS,8880001,[M]Donation,FC012,Prodution r(SYN),8880001WS,[M]Donation
CPTOLB,Tooling label,8880001,[M]Donation,FC003,Production ratio(PR),8880001TE,[M]Donation
CPTOMD,Tooling mold,8880001,[M]Donation,FC003,Production ratio(PR),8880001TE,[M]Donation
CPTOWS,Tooling WS,8880001,[M]Donation,FC003,Production ratio(PR),8880001TE,[M]Donation
CPWPWS,WP WS,8880001,[M]Donation,FC010,Prodution r(WP),8880001WS,[M]Donation
CPABWS,Auto WS,8890001,[M]Miscellaneous expense,FC009,"Prodution r(RA,RE)",8890001WS,[M]Miscellaneous expense
CPATWS,AT WS,8890001,[M]Miscellaneous expense,FC007,Prodution ratio(AT),8890001WS,[M]Miscellaneous expense
CPBMGA,General affair,8890001,[M]Miscellaneous expense,FC001,Personnel ratio,8890001OT,[M]Miscellaneous expense
CPBR07,Wiper laboratory,8890001,[M]Miscellaneous expense,FC008,Prodution r(WIPER),8890001WS,[M]Miscellaneous expense
CPBRPK,Wiper Packing,8890001,[M]Miscellaneous expense,FC008,Prodution r(WIPER),8890001WS,[M]Miscellaneous expense
CPBRWS,Wiper WS,8890001,[M]Miscellaneous expense,FC008,Prodution r(WIPER),8890001WS,[M]Miscellaneous expense
CPFC00,Factory Common,8890001,[M]Miscellaneous expense,FC001,Personnel ratio,8890001OT,[M]Miscellaneous expense
CPFC01,Factory1,8890001,[M]Miscellaneous expense,FC013,Personnel r(WP),8890001OT,[M]Miscellaneous expense
CPFC02,Factory2,8890001,[M]Miscellaneous expense,FC014,"Personnel r(RA,RE)",8890001OT,[M]Miscellaneous expense
CPFC03,Factory3,8890001,[M]Miscellaneous expense,FC015,Personnel r(MAT),8890001OT,[M]Miscellaneous expense
CPFC04,Factory4,8890001,[M]Miscellaneous expense,FC016,"Personnel r(SL,GD)",8890001OT,[M]Miscellaneous expense
CPFC05,Factory5,8890001,[M]Miscellaneous expense,FC008,Prodution r(WIPER),8890001OT,[M]Miscellaneous expense
CPFC06,Factory6,8890001,[M]Miscellaneous expense,FC017,Prodution r(RAREWP),8890001OT,[M]Miscellaneous expense
CPFC07,Factory7,8890001,[M]Miscellaneous expense,FC018,"Personnel r(AT,SYN)",8890001OT,[M]Miscellaneous expense
CPFCTH,Tent House,8890001,[M]Miscellaneous expense,FC015,Personnel r(MAT),8890001OT,[M]Miscellaneous expense
CPKZ00,KAIZEN,8890001,[M]Miscellaneous expense,FC002,Production ratio,8890001OT,[M]Miscellaneous expense
CPMG00,Management Cost,8890001,[M]Miscellaneous expense,FC001,Personnel ratio,8890001OT,[M]Miscellaneous expense
CPMTBB,BANBURY,8890001,[M]Miscellaneous expense,FC005,Personnel r(BANBURY),8890001WS,[M]Miscellaneous expense
CPMTGD,GD Common,8890001,[M]Miscellaneous expense,FC006,Personnel ratio(GD),8890001WS,[M]Miscellaneous expense
CPMTWS,Material WS,8890001,[M]Miscellaneous expense,FC004,Personnel ratio(MAT),8890001WS,[M]Miscellaneous expense
CPPEMN,Maintenance,8890001,[M]Miscellaneous expense,FC002,Production ratio,8890001TE,[M]Miscellaneous expense
CPPEPE,PE,8890001,[M]Miscellaneous expense,FC002,Production ratio,8890001TE,[M]Miscellaneous expense
CPPM00,Pro. Management,8890001,[M]Miscellaneous expense,FC002,Production ratio,8890001OT,[M]Miscellaneous expense
CPPMAB,Auto Belt Common,8890001,[M]Miscellaneous expense,FC009,"Prodution r(RA,RE)",8890001WS,[M]Miscellaneous expense
CPPMLG,Logistics,8890001,[M]Miscellaneous expense,FC017,Prodution r(RAREWP),8890001OT,[M]Miscellaneous expense
CPPMMT,Material Common,8890001,[M]Miscellaneous expense,FC004,Personnel ratio(MAT),8890001WS,[M]Miscellaneous expense
CPPMPE,PE Common,8890001,[M]Miscellaneous expense,FC002,Production ratio,8890001TE,[M]Miscellaneous expense
CPPMPL,Planning,8890001,[M]Miscellaneous expense,FC002,Production ratio,8890001PL,[M]Miscellaneous expense
CPQA00,Quality assurance,8890001,[M]Miscellaneous expense,FC002,Production ratio,8890001OT,[M]Miscellaneous expense
CPSE00,Safety & Environment,8890001,[M]Miscellaneous expense,FC001,Personnel ratio,8890001OT,[M]Miscellaneous expense
CPSLWS,Sunline WS,8890001,[M]Miscellaneous expense,FC011,Prodution r(SL),8890001WS,[M]Miscellaneous expense
CPSYWS,Synchro WS,8890001,[M]Miscellaneous expense,FC012,Prodution r(SYN),8890001WS,[M]Miscellaneous expense
CPTOLB,Tooling label,8890001,[M]Miscellaneous expense,FC003,Production ratio(PR),8890001TE,[M]Miscellaneous expense
CPTOMD,Tooling mold,8890001,[M]Miscellaneous expense,FC003,Production ratio(PR),8890001TE,[M]Miscellaneous expense
CPTOWS,Tooling WS,8890001,[M]Miscellaneous expense,FC003,Production ratio(PR),8890001TE,[M]Miscellaneous expense
CPWPWS,WP WS,8890001,[M]Miscellaneous expense,FC010,Prodution r(WP),8890001WS,[M]Miscellaneous expense
CPABWS,Auto WS,8891001,[M]Miscellaneous expense - advance,FC009,"Prodution r(RA,RE)",8891001WS,[M]Miscellaneous expense - advance
CPATWS,AT WS,8891001,[M]Miscellaneous expense - advance,FC007,Prodution ratio(AT),8891001WS,[M]Miscellaneous expense - advance
CPBMGA,General affair,8891001,[M]Miscellaneous expense - advance,FC001,Personnel ratio,8891001OT,[M]Miscellaneous expense - advance
CPBR07,Wiper laboratory,8891001,[M]Miscellaneous expense - advance,FC008,Prodution r(WIPER),8891001WS,[M]Miscellaneous expense - advance
CPBRPK,Wiper Packing,8891001,[M]Miscellaneous expense - advance,FC008,Prodution r(WIPER),8891001WS,[M]Miscellaneous expense - advance
CPBRWS,Wiper WS,8891001,[M]Miscellaneous expense - advance,FC008,Prodution r(WIPER),8891001WS,[M]Miscellaneous expense - advance
CPFC00,Factory Common,8891001,[M]Miscellaneous expense - advance,FC001,Personnel ratio,8891001OT,[M]Miscellaneous expense - advance
CPFC01,Factory1,8891001,[M]Miscellaneous expense - advance,FC013,Personnel r(WP),8891001OT,[M]Miscellaneous expense - advance
CPFC02,Factory2,8891001,[M]Miscellaneous expense - advance,FC014,"Personnel r(RA,RE)",8891001OT,[M]Miscellaneous expense - advance
CPFC03,Factory3,8891001,[M]Miscellaneous expense - advance,FC015,Personnel r(MAT),8891001OT,[M]Miscellaneous expense - advance
CPFC04,Factory4,8891001,[M]Miscellaneous expense - advance,FC016,"Personnel r(SL,GD)",8891001OT,[M]Miscellaneous expense - advance
CPFC05,Factory5,8891001,[M]Miscellaneous expense - advance,FC008,Prodution r(WIPER),8891001OT,[M]Miscellaneous expense - advance
CPFC06,Factory6,8891001,[M]Miscellaneous expense - advance,FC017,Prodution r(RAREWP),8891001OT,[M]Miscellaneous expense - advance
CPFC07,Factory7,8891001,[M]Miscellaneous expense - advance,FC018,"Personnel r(AT,SYN)",8891001OT,[M]Miscellaneous expense - advance
CPFCTH,Tent House,8891001,[M]Miscellaneous expense - advance,FC015,Personnel r(MAT),8891001OT,[M]Miscellaneous expense - advance
CPKZ00,KAIZEN,8891001,[M]Miscellaneous expense - advance,FC002,Production ratio,8891001OT,[M]Miscellaneous expense - advance
CPMG00,Management Cost,8891001,[M]Miscellaneous expense - advance,FC001,Personnel ratio,8891001OT,[M]Miscellaneous expense - advance
CPMTBB,BANBURY,8891001,[M]Miscellaneous expense - advance,FC005,Personnel r(BANBURY),8891001WS,[M]Miscellaneous expense - advance
CPMTGD,GD Common,8891001,[M]Miscellaneous expense - advance,FC006,Personnel ratio(GD),8891001WS,[M]Miscellaneous expense - advance
CPMTWS,Material WS,8891001,[M]Miscellaneous expense - advance,FC004,Personnel ratio(MAT),8891001WS,[M]Miscellaneous expense - advance
CPPEMN,Maintenance,8891001,[M]Miscellaneous expense - advance,FC002,Production ratio,8891001TE,[M]Miscellaneous expense - advance
CPPEPE,PE,8891001,[M]Miscellaneous expense - advance,FC002,Production ratio,8891001TE,[M]Miscellaneous expense - advance
CPPM00,Pro. Management,8891001,[M]Miscellaneous expense - advance,FC002,Production ratio,8891001OT,[M]Miscellaneous expense - advance
CPPMAB,Auto Belt Common,8891001,[M]Miscellaneous expense - advance,FC009,"Prodution r(RA,RE)",8891001WS,[M]Miscellaneous expense - advance
CPPMLG,Logistics,8891001,[M]Miscellaneous expense - advance,FC017,Prodution r(RAREWP),8891001OT,[M]Miscellaneous expense - advance
CPPMMT,Material Common,8891001,[M]Miscellaneous expense - advance,FC004,Personnel ratio(MAT),8891001WS,[M]Miscellaneous expense - advance
CPPMPE,PE Common,8891001,[M]Miscellaneous expense - advance,FC002,Production ratio,8891001TE,[M]Miscellaneous expense - advance
CPPMPL,Planning,8891001,[M]Miscellaneous expense - advance,FC002,Production ratio,8891001PL,[M]Miscellaneous expense - advance
CPQA00,Quality assurance,8891001,[M]Miscellaneous expense - advance,FC002,Production ratio,8891001OT,[M]Miscellaneous expense - advance
CPSE00,Safety & Environment,8891001,[M]Miscellaneous expense - advance,FC001,Personnel ratio,8891001OT,[M]Miscellaneous expense - advance
CPSLWS,Sunline WS,8891001,[M]Miscellaneous expense - advance,FC011,Prodution r(SL),8891001WS,[M]Miscellaneous expense - advance
CPSYWS,Synchro WS,8891001,[M]Miscellaneous expense - advance,FC012,Prodution r(SYN),8891001WS,[M]Miscellaneous expense - advance
CPTOLB,Tooling label,8891001,[M]Miscellaneous expense - advance,FC003,Production ratio(PR),8891001TE,[M]Miscellaneous expense - advance
CPTOMD,Tooling mold,8891001,[M]Miscellaneous expense - advance,FC003,Production ratio(PR),8891001TE,[M]Miscellaneous expense - advance
CPTOWS,Tooling WS,8891001,[M]Miscellaneous expense - advance,FC003,Production ratio(PR),8891001TE,[M]Miscellaneous expense - advance
CPWPWS,WP WS,8891001,[M]Miscellaneous expense - advance,FC010,Prodution r(WP),8891001WS,[M]Miscellaneous expense - advance
CPABWS,Auto WS,8900001,[M]Transfer to expense,FC009,"Prodution r(RA,RE)",8900001WS,[M]Transfer to expense
CPATWS,AT WS,8900001,[M]Transfer to expense,FC007,Prodution ratio(AT),8900001WS,[M]Transfer to expense
CPBMGA,General affair,8900001,[M]Transfer to expense,FC001,Personnel ratio,8900001OT,[M]Transfer to expense
CPBR07,Wiper laboratory,8900001,[M]Transfer to expense,FC008,Prodution r(WIPER),8900001WS,[M]Transfer to expense
CPBRPK,Wiper Packing,8900001,[M]Transfer to expense,FC008,Prodution r(WIPER),8900001WS,[M]Transfer to expense
